Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
3097,49,5,313,31,2522,222,229,142,2475,2
2710,38,8,212,23,1871,220,222,136,3745,2
3165,205,9,150,21,1924,215,248,168,1952,1
3124,244,8,492,70,306,204,247,181,787,2
2853,219,23,95,40,1495,188,254,194,700,2
3098,99,5,175,6,4119,228,233,140,1354,1
3036,144,17,324,116,1328,242,235,116,3267,1
2497,123,22,124,49,524,251,216,81,860,3
3137,47,9,283,53,5087,224,220,130,3207,1
3374,301,1,150,10,2586,215,238,161,2424,7
3399,166,15,335,43,2910,231,244,140,1812,1
3184,157,30,454,-48,2022,237,227,97,1348,2
2817,334,16,30,2,4294,181,217,174,541,2
3120,138,7,218,-12,1116,232,238,138,1809,1
3202,124,7,150,11,5643,232,235,136,3208,2
3018,106,9,150,3,2979,235,229,125,558,1
3211,155,13,150,20,3541,235,241,135,3334,1
3065,235,10,30,5,1798,204,249,182,335,2
2851,199,19,242,19,1130,210,253,170,1774,2
2865,94,21,0,0,162,248,203,74,1140,1
2852,88,22,108,27,1291,246,199,71,2412,2
3037,192,15,60,0,2676,218,251,163,888,1
2914,44,13,361,25,2429,222,211,121,1397,1
2593,55,4,497,16,616,222,231,145,722,5
3103,138,16,201,34,1266,243,233,113,3408,1
3069,68,9,30,1,1501,230,221,124,424,1
2929,90,12,331,65,3150,238,221,112,2403,2
2422,60,4,600,116,780,223,231,144,1168,3
3442,107,18,283,45,2340,248,216,89,3625,7
3272,47,9,150,27,858,224,220,130,840,1
2852,108,13,480,39,3255,242,224,109,2737,2
2935,58,15,212,51,1771,229,207,106,2699,2
2991,59,4,0,0,5286,223,231,143,4819,1
3117,53,10,127,27,5249,226,219,127,3107,1
2781,79,6,127,32,3046,228,229,135,2368,2
3246,358,16,324,80,713,192,208,151,1939,1
2986,329,17,153,41,3084,177,217,179,1511,1
2608,19,12,228,6,1638,211,214,138,997,6
3362,225,16,525,92,3516,196,253,190,1518,1
3209,43,9,42,-7,2673,222,221,134,2486,1
3115,342,6,497,30,1236,208,231,162,1203,1
3283,72,2,446,25,6030,222,234,149,551,1
2988,82,11,365,50,2322,235,220,115,2576,2
3337,357,5,573,42,849,212,231,156,1549,7
3416,221,13,201,38,1952,204,252,182,3615,1
3034,79,19,0,0,1008,241,202,83,1320,1
3571,326,3,339,78,1771,211,235,163,1518,7
3165,11,2,470,23,3042,217,234,155,4727,1
3059,99,6,42,4,1230,230,232,136,3151,1
3191,20,7,443,59,3161,215,225,147,3543,1
2979,48,17,60,12,247,224,201,105,451,2
3039,117,10,90,-1,2691,237,231,124,1302,2
2701,5,19,182,91,1493,193,200,142,1273,2
2877,359,12,108,28,2644,201,217,153,2544,2
2511,350,11,361,68,108,200,221,160,1781,3
3191,104,10,361,17,5179,237,228,121,2343,1
2928,154,7,474,79,3339,229,241,145,3648,2
2745,28,11,180,-9,1045,216,216,135,937,2
3225,141,3,90,4,4646,225,238,149,1959,1
3185,26,16,301,53,2190,211,203,124,2708,1
3366,64,18,270,17,3167,233,200,92,1597,7
2561,128,8,42,-5,2876,233,235,134,2334,2
2659,44,15,0,0,1167,222,205,114,3254,2
3072,64,11,228,61,1194,230,217,118,1061,1
2706,288,2,335,38,1087,213,239,164,2890,2
2904,101,8,433,71,3062,233,230,129,2197,2
2944,315,11,162,17,4811,190,231,181,2107,2
2740,27,15,182,-19,2130,212,206,127,755,2
2890,31,18,124,30,1572,213,199,117,2793,2
3188,176,10,30,-5,2226,226,246,152,3979,1
2624,222,6,0,0,616,213,245,169,1345,2
2952,19,19,234,-15,4510,202,196,125,2012,2
3108,217,12,201,-18,2506,207,251,179,579,2
3139,207,16,228,40,2041,208,253,176,671,1
3259,297,13,258,70,309,184,236,192,1456,1
2587,161,14,30,4,1724,233,243,137,2888,3
3093,54,15,216,3,3784,228,207,110,3814,1
3148,285,13,30,10,2440,184,240,195,1031,1
3206,137,16,67,17,4403,243,232,113,3548,1
2347,271,12,60,8,30,187,244,196,721,3
3050,111,6,108,16,6384,230,234,137,3227,2
3235,49,22,210,36,2106,223,185,86,911,1
3109,63,8,0,0,3967,227,224,131,2966,1
2706,31,14,0,0,2836,216,209,126,962,2
2806,211,18,60,10,1380,203,254,182,2722,1
3257,121,24,666,141,2833,252,212,73,2768,1
3180,36,13,190,64,1260,219,211,126,1084,1
3376,235,8,192,28,2075,207,247,178,2331,1
3091,333,8,212,26,150,201,229,168,1687,1
3043,75,7,0,0,3805,228,228,133,408,1
3270,290,11,660,56,684,189,239,190,2707,2
3129,6,7,216,23,2744,211,226,152,3542,1
3189,197,11,313,54,331,217,249,165,2724,2
3334,71,24,124,66,4116,238,186,65,1048,1
2992,171,9,424,68,1829,226,244,150,2647,2
2876,28,18,272,67,2707,210,197,117,1789,2
3050,340,10,201,15,2097,198,225,166,2016,2
2819,20,17,216,71,2520,206,201,128,731,2
3412,86,12,649,133,2078,237,221,113,1621,1
2982,9,5,408,6,5250,215,230,153,1510,2
3018,11,8,120,-3,1006,212,224,150,283,1
3188,292,16,285,31,2758,173,235,201,2609,1
3090,287,10,0,0,2681,193,240,187,525,1
3213,75,5,120,8,2860,226,231,140,2642,1
3016,305,17,85,-1,3448,170,228,198,1129,1
2711,29,9,0,0,1412,217,221,139,1517,2
2988,329,23,424,134,5142,158,206,184,534,2
2823,315,9,60,12,2316,195,233,177,2112,1
2856,61,11,390,8,1048,229,218,121,2256,2
3098,324,10,295,41,1332,194,229,175,1410,1
2909,75,25,242,109,258,241,185,60,1328,1
2931,108,14,319,44,3355,243,223,107,2308,2
3146,37,21,780,86,1699,214,189,102,2147,1
2690,155,24,120,38,2084,240,233,109,2449,3
3289,133,9,67,1,1538,234,236,133,3333,2
3105,100,12,90,0,2512,240,223,111,1782,2
3288,169,10,664,61,4396,228,244,148,1909,7
2814,53,23,150,-2,1449,225,183,79,2551,2
3168,273,15,437,56,1458,178,243,204,2316,1
3168,35,10,511,61,5651,219,219,135,664,1
2989,95,20,309,22,564,247,206,79,511,1
3035,344,18,234,15,1421,182,209,165,900,2
2713,304,10,60,5,1328,192,235,183,2372,2
2898,68,24,469,131,582,236,184,66,1426,2
2571,140,24,60,4,497,247,225,92,1921,2
3220,221,5,450,79,811,214,245,168,516,1
2747,29,9,0,0,607,217,221,139,2474,2
2874,264,19,234,76,2215,170,245,212,1091,2
2982,25,12,30,0,3834,214,215,135,2429,1
3196,321,6,192,22,5236,204,234,169,2489,1
2936,7,22,361,3,641,188,192,135,247,2
3351,125,4,85,-10,4575,226,237,145,4362,7
3146,30,8,418,50,5716,218,223,140,960,1
3188,87,10,67,-1,2193,236,223,118,1664,1
3295,295,14,382,72,4227,178,235,197,1707,1
3497,115,12,451,4,1233,241,227,114,765,7
3362,83,24,309,80,2163,245,192,63,2553,1
2812,351,16,42,8,2431,191,212,158,1040,2
3158,196,10,67,3,1972,218,249,164,1891,1
3201,321,6,124,-5,2195,204,234,169,3034,1
3208,5,20,192,27,1896,190,196,139,1694,1
2536,40,7,0,0,153,221,224,138,1549,6
2663,72,8,218,-31,1289,229,226,130,511,2
3089,335,22,85,20,3398,166,206,175,2977,1
2705,14,10,42,4,805,210,218,144,2014,1
3245,217,10,67,4,2356,210,250,175,2938,2
2592,79,8,228,44,1381,231,226,128,4826,2
3274,99,16,511,1,912,245,216,95,2731,1
3042,239,22,228,37,1221,174,252,210,2773,1
2873,11,24,335,60,3197,187,184,126,2371,1
2717,173,10,300,26,2192,226,245,151,1616,2
3127,20,5,182,8,2233,217,229,150,2247,2
2970,186,7,0,0,5597,222,246,158,2195,1
3235,239,12,216,45,1031,197,250,189,301,1
2927,286,12,247,58,3937,187,239,192,837,2
3035,145,10,170,35,2167,234,239,136,1360,2
2933,309,12,60,18,2933,187,232,185,1288,2
2959,32,7,255,46,3395,219,224,142,1719,2
2432,140,11,0,0,924,237,237,129,1282,3
2536,180,14,30,6,1106,224,248,152,1466,3
2824,106,12,180,11,3315,240,226,114,2627,2
2731,198,28,150,55,2553,199,250,169,892,2
2930,51,3,339,56,3079,221,232,147,1900,2
3018,86,10,212,46,5184,235,223,119,4127,2
3131,234,6,162,19,1718,209,246,174,2470,2
2494,59,3,150,-10,840,221,233,148,4879,2
2636,6,25,150,29,1710,179,182,132,2750,6
2929,341,11,42,6,3947,196,223,166,4917,2
3124,142,8,120,-2,1699,232,238,139,2163,1
3255,107,5,90,3,6335,229,234,139,323,1
2835,148,11,212,33,1110,234,239,135,1987,1
3124,28,13,0,0,4222,215,212,132,1892,1
3027,82,8,30,-1,899,232,225,126,1200,1
3106,128,12,67,0,3654,239,233,122,4140,1
2976,331,18,67,10,2922,176,215,178,1930,1
3012,42,16,134,8,1353,220,202,112,1054,1
3071,39,10,30,5,3827,221,217,130,760,1
3340,321,10,371,13,5146,194,230,176,3180,7
2459,24,8,0,0,124,216,222,143,212,2
3268,77,13,663,-16,1385,236,216,110,2137,1
3035,32,9,30,3,2971,218,220,137,1261,2
2941,112,9,0,0,3847,235,231,127,1262,2
2735,122,4,300,89,2638,228,236,143,1114,3
2771,63,13,0,0,872,231,214,113,424,1
2959,18,10,175,27,5108,213,220,143,2941,1
3235,329,11,376,57,1075,194,227,173,497,1
3215,113,13,30,5,981,241,227,113,2486,2
2580,79,16,127,28,1537,240,209,95,566,2
3241,346,8,108,21,3421,205,228,161,1919,1
2956,214,17,210,22,1475,201,254,184,1423,2
3073,98,9,600,-35,6290,235,228,124,2955,2
3236,247,14,182,38,2949,190,250,197,1366,1
2773,109,15,30,7,2239,245,222,102,612,2
2748,152,15,0,0,331,237,239,128,2565,1
2715,352,2,430,27,569,216,236,157,759,2
2609,168,14,108,20,551,230,245,143,1165,2
2518,205,25,190,98,1558,195,253,180,658,3
3028,90,14,242,127,2538,240,218,105,1777,1
3311,72,16,67,26,1670,236,208,98,1935,1
3126,34,9,582,101,2563,219,221,138,1415,1
2663,94,14,270,16,677,241,218,103,1819,2
3101,62,13,85,14,1630,230,213,113,255,1
2981,51,13,255,33,825,226,211,116,2341,2
3223,354,9,0,0,4173,206,225,158,1158,1
2956,43,16,242,52,4631,221,204,113,3755,2
3149,111,11,120,23,3380,238,229,119,4279,1
3054,92,7,466,82,2462,231,229,131,2187,1
2532,343,18,190,77,680,180,210,166,469,6
2738,160,10,210,35,1892,231,242,142,1130,2
3008,73,11,85,5,4031,233,220,118,2529,2
2817,270,7,30,6,1140,203,242,179,272,1
3265,301,4,0,0,5400,208,238,168,242,2
2995,174,12,598,74,2053,227,246,150,2252,2
2553,341,20,277,99,600,174,206,169,382,6
3258,293,19,240,56,4260,164,232,208,1358,7
3111,253,8,60,4,3690,202,246,182,1095,1
3284,310,11,285,89,5115,189,232,183,1366,2
3064,36,15,216,60,5634,218,205,119,4401,2
2841,301,13,511,89,1964,182,234,192,934,5
3037,127,10,175,55,6290,237,234,126,3382,2
2998,299,12,362,21,4784,187,236,189,190,2
3171,42,12,553,23,2139,222,214,126,1107,1
3128,155,10,150,13,1120,232,241,140,1950,1
3395,349,20,256,62,4268,180,204,159,3769,7
3202,51,3,485,19,5474,221,232,147,2193,1
3171,22,19,30,8,2689,205,197,123,2720,1
3027,249,6,488,108,3132,207,244,175,845,2
3225,6,11,108,16,4318,207,219,149,2094,1
2948,95,17,120,22,5503,245,213,91,1537,2
2831,50,8,190,31,1754,224,223,134,2594,2
2843,66,3,212,27,3050,222,233,147,2643,2
2925,265,3,30,0,1063,213,240,166,2317,2
2998,42,7,242,39,4945,221,225,138,4555,1
2578,174,24,124,47,999,226,243,135,1423,3
2765,166,12,120,29,997,230,244,143,467,2
2873,46,19,67,14,3421,222,195,101,1867,2
2982,268,8,371,66,5383,200,243,182,1463,2
3204,173,22,350,113,3785,227,245,138,624,2
3071,88,21,180,48,2697,246,201,74,1360,2
3100,4,12,0,0,1501,204,218,150,2456,1
3220,149,15,85,1,1159,238,238,125,2618,2
3080,10,5,272,46,1215,214,229,152,1396,2
2535,280,4,309,52,182,208,240,170,1866,3
3204,288,15,684,80,3481,175,237,201,1168,1
3027,79,10,335,40,4154,233,223,121,2473,2
2636,111,8,0,0,240,234,231,129,618,2
3118,357,18,162,10,1395,189,205,151,361,1
2978,317,12,108,3,2318,188,230,181,1606,1
3219,141,22,180,53,600,246,228,99,2118,1
3161,262,12,342,52,268,191,246,194,3037,2
3221,264,9,180,-2,5966,199,244,185,1293,1
3289,328,8,301,71,3360,202,231,169,1979,1
3277,130,20,384,-55,768,248,225,97,3443,2
2591,210,13,30,-14,2255,210,252,175,660,6
3233,210,9,127,11,3949,213,249,171,2583,7
2505,120,15,30,-4,1168,245,226,106,1550,3
3066,264,16,366,69,3307,179,246,205,1593,1
2755,15,11,30,2,2949,210,216,142,2804,1
2788,65,12,454,42,1706,231,216,116,2812,2
3128,97,18,190,-54,1638,246,212,89,1434,1
2962,260,12,150,43,2860,191,246,194,1984,2
2711,135,1,216,0,2024,220,238,155,4306,2
3221,88,25,571,146,4182,248,190,56,3439,1
3169,254,10,108,20,2588,197,247,189,1040,1
3119,53,10,67,16,2846,226,218,126,3422,1
2947,14,10,30,1,2311,211,220,145,849,1
3181,229,5,242,5,4941,213,244,169,2496,1
2743,180,7,295,24,2430,223,244,156,1695,2
2672,57,16,95,26,1570,229,206,105,485,1
3070,26,12,212,24,4671,214,213,133,722,2
3298,92,23,495,136,1620,249,197,64,2773,1
2436,151,13,300,93,649,237,239,130,658,3
2836,75,11,60,9,940,233,220,117,201,5
3278,349,5,560,65,6125,211,232,159,713,1
3144,88,7,67,5,3872,231,229,131,201,1
3106,356,17,150,41,1110,190,206,152,190,1
3403,345,10,713,64,1396,200,224,163,1579,7
3070,301,18,190,0,2067,169,230,201,1653,1
3095,40,15,541,20,1333,220,207,118,2823,2
3172,82,14,170,-6,2853,239,214,103,1922,1
2682,65,17,0,0,2143,234,202,95,2596,6
2978,287,17,42,5,2808,169,236,207,1863,1
3207,144,4,108,0,886,226,239,148,2402,2
2744,81,11,170,25,1702,235,219,114,642,2
2917,14,15,484,48,2185,205,208,137,1712,2
3189,108,9,30,4,4317,236,230,125,3531,1
3050,98,16,162,46,6472,244,216,97,3226,2
3055,69,12,0,0,2601,233,215,113,3038,2
2591,345,3,150,27,1325,214,235,159,4908,2
3039,104,6,95,6,1415,230,233,136,2717,2
3374,200,6,30,-1,2847,218,246,163,541,7
2891,136,19,30,6,3388,246,228,102,2732,2
2877,123,16,85,23,5006,245,227,106,4400,2
3169,120,15,451,31,466,245,226,106,1959,2
2761,21,18,30,5,1273,205,198,125,1678,2
3272,184,12,342,84,1348,223,248,156,2795,1
2920,71,14,108,30,4482,235,213,107,3702,2
2742,88,6,424,49,1529,230,229,133,1684,2
2855,60,9,67,6,3191,227,221,127,2496,1
3277,135,13,258,-11,3062,240,234,122,765,1
3313,68,9,210,-8,3237,230,221,124,1892,1
2669,55,15,424,5,690,228,207,109,942,2
3200,22,8,150,-4,2556,215,222,144,1358,1
3234,91,17,604,10,1055,244,210,89,2021,1
2848,45,10,162,-5,1599,223,219,130,2384,2
2458,347,5,0,0,850,210,231,160,659,6
3361,133,18,366,77,2314,246,228,104,2122,1
2980,207,14,234,4,5040,211,252,174,1406,2
2624,2,19,150,21,819,190,200,144,1681,2
3194,184,12,42,5,5382,223,248,156,1091,1
3185,255,17,631,109,3343,177,248,208,1243,1
2920,98,13,124,27,3421,241,222,109,2348,2
3350,222,18,408,133,3308,195,254,191,551,1
3334,346,4,750,39,805,212,233,159,1262,7
3101,13,14,255,55,4908,205,209,139,589,2
2758,151,11,60,7,1380,234,240,135,1605,2
3000,0,19,30,10,1624,188,200,147,2014,1
3172,104,9,218,38,840,235,229,126,2206,1
2617,172,21,42,13,1706,229,245,138,1412,2
2613,135,7,0,0,2070,231,237,139,1041,1
3126,164,21,297,53,6192,234,241,128,2114,2
2992,60,21,30,-6,553,231,191,83,1284,1
3006,83,16,323,36,2208,241,210,95,671,1
3094,4,18,192,60,4959,194,203,144,446,1
3213,251,25,67,12,2197,156,248,223,3261,1
2776,165,12,108,19,2072,230,244,143,2981,2
3191,139,16,511,16,3928,243,233,114,4244,1
2343,60,15,30,8,391,231,207,105,706,3
3182,131,13,242,50,3104,241,232,119,3466,1
3218,45,4,553,39,5854,221,231,146,2659,1
3174,357,18,134,26,870,189,205,151,1995,2
2838,110,8,283,51,742,234,231,129,180,2
3219,143,16,492,117,382,241,235,118,4415,2
2703,94,7,60,-4,2227,232,229,130,2502,3
2694,135,20,180,55,1940,247,227,99,1437,2
2709,85,25,150,65,150,246,189,57,828,5
3020,79,15,382,75,2825,239,211,98,1565,2
2914,123,17,150,28,4370,247,224,100,3281,1
2905,126,2,0,0,1006,223,237,151,2910,1
3178,171,17,247,87,3331,229,246,142,607,2
3104,333,14,162,-2,2414,186,221,174,2954,1
3014,229,29,134,63,1438,163,251,212,1140,2
3361,306,8,474,84,1350,197,235,178,1080,7
2643,73,16,0,0,2078,237,207,96,4663,2
2713,186,9,0,0,2456,222,247,159,1945,2
3357,82,12,124,9,2357,237,219,111,1121,7
2666,123,18,210,87,1677,247,224,98,1114,3
2994,29,6,162,-15,4056,218,226,144,1040,2
2938,208,21,212,109,2442,200,254,181,2039,2
2942,299,19,272,131,5049,164,229,204,4849,1
3195,214,5,531,46,5883,215,245,167,1231,1
3034,51,3,42,0,3633,221,232,147,335,1
3202,301,15,67,23,4357,176,232,196,3156,1
3247,319,10,592,116,1851,195,231,176,2215,1
2584,239,20,0,0,2483,179,252,207,2051,2
2784,58,8,85,-2,1590,226,224,132,1622,1
2919,75,3,306,61,3350,223,234,147,4435,2
2578,180,32,120,52,2372,213,239,134,931,3
3088,73,17,30,7,1182,237,206,94,2274,1
2960,198,7,216,40,335,218,246,163,1380,2
3180,149,6,0,0,2440,227,240,146,983,1
3028,68,16,108,13,4578,235,206,99,979,2
3127,41,4,212,19,1248,220,230,146,2051,1
3330,264,15,242,38,3136,182,246,202,993,1
3149,298,17,120,6,4752,170,232,201,1144,1
3154,132,29,342,11,4271,251,210,65,787,2
2829,324,21,60,33,2568,164,213,187,408,1
2708,35,18,95,22,1249,215,198,113,1588,2
3183,161,22,182,2,3177,236,239,121,888,2
2942,245,7,258,33,5680,206,246,177,3234,2
3191,1,9,721,75,1950,207,223,153,2439,1
3033,57,8,216,15,1365,226,223,132,2609,2
3014,106,17,216,46,3920,247,217,93,2343,2
2991,101,14,67,11,1599,243,220,103,1980,2
3090,53,7,0,0,4033,224,224,134,2877,1
2994,135,1,270,59,3599,220,238,154,1964,2
3179,24,10,270,6,192,215,218,139,1411,2
3321,99,14,85,-9,732,242,221,106,3676,2
3094,48,6,0,0,987,223,227,140,2010,2
2545,135,14,182,40,972,241,233,118,1507,3
3188,45,13,771,16,4229,223,212,121,2058,1
3033,35,17,60,6,1199,216,201,116,2883,1
2828,62,17,30,11,2440,232,202,97,2227,1
3062,18,3,0,0,3166,217,233,153,1172,2
3261,17,11,702,37,2864,211,218,142,3371,1
2685,111,11,127,5,582,240,228,117,1513,1
2807,112,15,60,4,2248,245,223,102,1041,2
2993,55,17,95,26,212,228,202,101,484,2
2920,92,11,190,16,4471,237,223,116,3959,1
2529,322,18,335,59,964,172,219,186,912,2
3391,329,16,492,47,5155,180,219,178,3215,7
3012,25,11,362,18,1842,215,216,137,1556,2
2994,75,13,408,9,4802,236,214,107,2605,1
2903,337,7,108,3,4726,204,230,165,1544,2
3122,301,11,272,26,1760,190,236,186,2663,1
2740,141,6,134,1,1406,230,238,142,2656,2
3304,332,12,480,29,2468,191,224,172,811,1
2986,287,5,474,50,4293,206,240,172,4884,2
3043,124,7,0,0,1530,232,235,136,2868,1
2992,84,7,240,66,5374,231,227,129,1682,2
3169,221,5,659,61,5463,213,245,169,1170,2
2642,65,7,285,8,713,227,226,134,1632,2
3165,22,13,256,59,904,212,213,136,2087,1
3027,39,9,531,-6,4124,221,220,134,3388,1
2920,35,17,90,5,1650,216,200,114,1317,2
3161,122,8,474,53,5735,233,234,133,1120,2
2969,351,6,488,99,2929,209,229,159,1682,2
3237,228,7,350,-25,2860,210,247,174,306,2
2912,14,8,319,80,2307,213,224,148,607,2
2825,105,20,30,-2,1972,249,211,81,1657,2
3079,285,7,182,25,2760,202,240,178,1782,2
3239,68,12,365,26,6253,232,216,114,900,1
2830,341,13,30,6,1578,192,220,166,2550,1
3211,261,6,150,21,3031,205,243,177,1489,1
2965,231,12,457,56,5817,201,251,186,3378,2
2721,45,3,570,104,1100,220,232,148,808,2
3087,343,5,120,4,1723,210,232,161,824,1
2799,46,20,85,30,2440,222,193,98,2915,2
2659,150,18,616,-3,664,240,236,119,1328,3
3126,14,8,120,11,153,213,224,148,2083,2
3047,8,3,234,12,2002,216,232,154,2012,2
3227,10,11,638,80,2455,208,218,146,443,1
3094,213,13,180,-35,2075,207,252,178,3640,1
3218,140,18,234,53,1574,244,232,110,1584,1
2895,329,15,175,22,2640,183,221,177,2330,1
3387,46,17,30,10,3408,223,201,107,2468,7
3269,14,15,618,102,2806,204,207,137,3449,1
3121,70,9,256,35,3586,230,223,125,1131,1
3330,102,15,467,51,1406,244,219,99,2486,1
3265,358,7,201,51,1492,209,227,156,2844,1
3171,156,11,295,55,2550,233,241,139,3068,1
2938,114,15,124,7,1679,244,224,105,912,2
2669,145,8,0,0,2184,231,239,140,1894,2
3186,264,9,85,8,5728,197,245,186,1630,2
3106,3,22,242,60,4855,185,193,140,698,2
3108,199,9,330,32,830,217,248,165,1385,2
3264,42,7,0,0,4182,221,225,138,792,1
3075,322,11,95,0,3842,193,229,176,1738,1
3005,315,15,492,95,1584,180,227,187,2337,2
2859,28,22,258,46,3108,206,187,109,2316,1
3061,79,17,134,19,765,240,207,92,1989,1
3279,7,11,741,51,2024,207,218,148,725,1
2566,46,13,331,26,598,224,210,118,646,2
3090,28,19,30,18,1826,209,194,115,1746,2
2790,348,24,234,95,2784,167,192,158,1965,2
3221,353,4,162,13,1451,213,233,158,525,1
2855,92,26,30,11,845,249,191,54,1660,2
2982,357,13,268,4,4377,199,216,154,3516,1
3212,99,6,162,5,4908,230,232,136,2049,1
3434,121,17,210,-30,1994,246,225,102,2955,1
3171,110,10,451,109,4189,238,229,120,953,2
3155,149,13,446,84,470,237,239,129,743,1
2647,356,4,120,-1,509,214,233,157,1385,2
3297,3,18,488,94,2108,194,204,145,967,1
2844,318,12,335,9,3001,189,229,180,2869,2
2471,180,16,210,-77,1290,224,248,152,1589,3
3200,76,4,330,-6,1973,225,232,143,2850,7
3046,252,2,182,21,2949,214,240,164,1173,1
3350,105,18,150,31,2259,248,215,89,977,7
2820,250,13,421,107,313,190,249,196,1956,2
2795,70,24,67,32,1631,238,185,65,1477,5
3019,101,8,212,50,532,235,229,126,1468,2
3401,180,9,95,4,2563,224,246,155,309,7
3267,12,15,420,64,2045,204,209,140,1065,1
3239,191,11,404,37,2389,220,249,162,1537,2
2558,17,13,228,81,886,208,211,138,1080,3
3111,352,11,240,26,511,200,221,159,847,1
2969,135,17,313,-6,5172,245,230,108,1429,2
3052,205,13,362,66,1746,212,252,172,3684,1
3127,24,5,124,4,2563,217,230,149,1084,1
2824,99,16,162,26,2914,244,217,97,108,2
3268,79,11,268,-62,636,234,220,117,3486,2
2934,117,19,150,40,811,249,218,88,2746,2
3106,162,22,339,65,5493,235,239,123,1621,2
3088,80,13,108,8,3569,237,217,109,335,1
3155,287,7,300,29,1663,200,240,179,577,1
2838,37,18,182,22,3696,216,196,109,2843,2
3237,300,10,330,73,1756,192,236,184,2435,1
3159,73,15,60,7,3187,236,211,103,2248,1
3234,99,12,552,-14,787,240,223,112,2662,1
3205,314,15,192,35,2910,180,228,187,631,1
2947,175,26,175,34,297,224,242,133,819,5
3241,19,11,283,28,6204,212,216,140,700,1
2377,344,18,379,71,1022,181,209,165,1230,6
3280,129,12,42,9,1320,240,232,120,3301,2
2968,148,9,150,-4,1684,233,239,138,1208,2
3384,137,19,277,2,1914,246,229,104,3187,7
2660,332,18,0,0,2251,174,213,177,750,1
3214,207,13,693,0,492,211,252,174,2458,2
3137,213,19,212,80,2580,200,254,184,977,2
2995,67,23,124,5,5182,235,188,73,2641,2
3066,105,12,420,11,607,240,225,113,1199,1
3166,313,13,295,39,785,186,230,184,1275,2
3038,244,17,0,0,1468,184,251,203,2434,1
2509,25,7,309,38,162,217,225,145,2518,2
2600,14,15,234,22,1092,204,207,137,2491,2
2959,73,15,30,-5,3740,236,211,103,1456,2
3153,358,22,108,41,1256,181,195,147,1006,1
2789,337,8,90,24,1409,203,229,165,2300,1
3071,127,2,283,49,1410,223,237,150,726,2
3070,27,12,30,7,1396,215,215,135,573,1
2891,359,13,108,26,2837,199,215,152,1994,2
3084,100,9,150,13,2652,236,227,122,3024,2
2893,84,7,150,-6,4773,231,227,129,1507,2
2975,1,10,573,7,4536,206,222,153,3193,1
3167,291,12,67,11,2858,185,238,193,524,1
2644,47,11,362,21,3161,224,215,124,2931,1
2639,34,5,212,-7,511,219,228,145,1672,2
2680,121,12,60,4,1397,240,230,117,3416,2
2969,200,6,0,0,1273,218,245,163,391,1
3092,323,9,540,38,2563,196,230,174,2037,2
3303,34,16,30,0,1973,216,204,119,4771,1
3260,4,10,150,10,4253,207,220,151,1660,1
3057,160,17,390,70,1451,235,241,131,663,2
3253,244,7,691,122,1921,206,246,178,2214,1
3393,29,14,42,3,3368,214,208,127,2394,7
3114,352,7,268,23,2476,208,229,158,1050,2
3224,126,15,240,37,2147,244,229,111,1699,1
3107,60,5,212,26,1310,224,229,140,2773,1
2663,18,6,120,-4,1856,216,227,149,1654,2
3039,56,9,658,59,1436,226,221,129,2573,2
3319,236,12,124,24,2802,199,250,188,842,1
3143,339,15,531,106,2030,186,217,169,872,2
2673,354,7,30,7,1473,208,227,157,1168,2
2442,246,24,216,34,170,164,250,218,424,3
3082,131,5,60,-4,1476,228,237,143,3210,1
2944,162,10,541,31,3893,230,243,144,4348,2
2404,85,5,42,6,1357,228,231,137,721,6
3065,65,21,108,16,569,234,193,81,511,1
2927,318,17,258,57,1812,172,222,189,2732,2
2869,52,8,379,44,2072,225,223,133,2269,2
3392,287,16,510,92,1482,173,237,204,902,7
3491,16,14,630,143,4287,208,211,138,3430,7
3104,160,20,592,79,1704,236,240,126,765,2
3050,208,11,524,139,5240,212,250,172,685,2
3244,63,8,510,80,1788,227,224,131,2536,1
3053,255,12,42,6,865,192,247,193,1642,2
2960,355,3,150,11,1871,215,234,157,124,2
3121,250,9,591,116,6155,201,247,184,1543,2
2490,124,28,540,82,510,253,206,59,1209,3
2520,103,18,150,18,1718,247,214,89,671,3
3215,348,26,350,77,3662,162,188,158,1919,1
3145,78,10,319,37,2866,234,221,118,2831,2
2857,156,8,339,26,2318,229,241,145,2100,5
3299,180,13,108,20,3578,224,248,153,1538,1
2980,153,20,324,77,3268,240,236,116,1345,2
2378,149,23,433,35,509,243,232,105,834,3
3064,327,15,216,57,1084,182,222,179,1411,2
2919,107,19,454,123,967,249,213,85,926,2
2945,163,13,212,73,3395,232,243,140,2228,2
3279,314,21,696,95,765,159,218,197,955,1
3191,24,8,564,68,1022,216,222,143,2236,1
3394,124,3,446,46,1890,225,237,146,2402,7
3267,353,6,674,41,1959,210,230,158,685,1
3408,126,7,446,68,1772,232,236,137,2242,7
3213,72,17,488,111,537,237,206,95,825,1
3121,156,9,150,5,2040,230,241,143,2455,2
3238,197,11,283,44,3190,217,249,165,1159,2
3240,303,14,190,16,4299,181,233,192,552,1
3392,195,7,124,0,2898,219,246,162,430,7
3001,59,7,402,69,3223,226,226,134,912,2
2955,14,2,30,1,1298,217,235,155,362,1
